matrix_group,scale,instance_id,baseline_name,candidate_name,seed_builder,initial_column_count,full_universe_column_count,full_universe_preloaded,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,official_lower_bound_source,official_lower_bound_scope,B0_direct_objective,root_lp_bound,root_lp_bound_official,root_bound_le_B0_objective,pricing_round_count,final_judge_call_count,candidate_negative_count,addable_negative_count,duplicate_in_current_master_count,in_pool_not_master_count,forbidden_signature_count,branch_filtered_count,cut_filtered_count,selected_count,selected_would_enter_master_count,selected_all_would_enter_master,added_to_master_count,added_column_count,duplicate_only_count,duplicate_only_audit_status,hidden_negative_count,replacement_only_round_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,product_exact_solution_scope,product_exact_solution_count,product_exact_objective,direct_dp_fallback_used,direct_dp_fallback_count,rmp_wall_time,worker_status,worker_wall_time,final_judge_wall_time,time_to_first_negative,time_to_first_addable_negative,labels_generated,labels_extended,sortie_templates,journey_labels,candidate_sequences,path_option_assignments,resource_prune_count,time_window_prune_count,dominance_prune_count,bound_prune_count,bound_check_time,dominance_time,cache_hit_count,cache_miss_count,max_queue_size,peak_label_count,worker_call_count,worker_found_negative_count,worker_found_addable_negative_count,worker_no_column_uncertified_count,worker_incomplete_count,final_judge_saved_by_worker_count,exit_reason,exact_first_step_bound_pruning_enabled,exact_first_step_bound_evaluated_count,would_prune_count_if_enabled,completion_bound_pruning_enabled,proof_tail_kernel_profile_enabled,wall_time,fail_closed_reason,certificate_scope_regression,objective_mismatch,improvement_reason
5-scale full,5,lunar_ice_sp50_005_012_seed679018,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1431.520203,1431.520203,True,True,3,3,47,47,0,0,0,0,0,47,,,19,19,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.386306,,False,False,
5-scale full,5,lunar_ice_sp50_005_010_seed679016,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1340.689732,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008129,,False,False,
5-scale full,5,lunar_ice_sp50_005_010_seed679016,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1340.689732,1340.689732,True,True,1,1,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.190016,,False,False,
5-scale full,5,lunar_ice_sp50_005_010_seed679016,accepted_B1,B1B_seeded_root_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1340.689732,1340.689732,True,True,3,3,0,0,0,0,0,0,0,0,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264191,,False,False,
5-scale full,5,lunar_ice_sp50_005_010_seed679016,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,1340.689732,1340.689732,True,True,1,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016036,,False,False,"wall_time_lower,final_judge_call_count_lower"
5-scale full,5,lunar_ice_sp50_005_010_seed679016,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1340.689732,1340.689732,True,True,3,3,53,53,0,0,0,0,0,53,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258125,,False,False,wall_time_lower
5-scale full,5,lunar_ice_sp50_005_011_seed679017,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1432.954994,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004984,,False,False,
5-scale full,5,lunar_ice_sp50_005_011_seed679017,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1432.954994,1432.954994,True,True,1,1,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317606,,False,False,
5-scale full,5,lunar_ice_sp50_005_011_seed679017,accepted_B1,B1B_seeded_root_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1432.954994,1432.954994,True,True,3,3,0,0,0,0,0,0,0,0,,,20,20,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40903,,False,False,
5-scale full,5,lunar_ice_sp50_005_011_seed679017,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,1432.954994,1432.954994,True,True,1,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011876,,False,False,"wall_time_lower,final_judge_call_count_lower"
5-scale full,5,lunar_ice_sp50_005_011_seed679017,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1432.954994,1432.954994,True,True,3,3,52,52,0,0,0,0,0,52,,,20,20,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407209,,False,False,wall_time_lower
5-scale full,5,lunar_ice_sp50_005_013_seed679019,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1573.234918,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005677,,False,False,
5-scale full,5,lunar_ice_sp50_005_013_seed679019,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1573.234918,1573.234918,True,True,1,1,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.247708,,False,False,
5-scale full,5,lunar_ice_sp50_005_013_seed679019,accepted_B1,B1B_seeded_root_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1573.234918,1573.234918,True,True,3,3,0,0,0,0,0,0,0,0,,,17,17,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340554,,False,False,
5-scale full,5,lunar_ice_sp50_005_013_seed679019,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,1573.234918,1573.234918,True,True,1,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012556,,False,False,"wall_time_lower,final_judge_call_count_lower"
5-scale full,5,lunar_ice_sp50_005_013_seed679019,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1573.234918,1573.234918,True,True,3,3,43,43,0,0,0,0,0,43,,,17,17,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.331114,,False,False,wall_time_lower
5-scale full,5,lunar_ice_sp50_005_014_seed679020,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1544.987555,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007388,,False,False,
5-scale full,5,lunar_ice_sp50_005_014_seed679020,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1544.987555,1544.987555,True,True,1,1,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314158,,False,False,
5-scale full,5,lunar_ice_sp50_005_014_seed679020,accepted_B1,B1B_seeded_root_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1544.987555,1544.987555,True,True,3,3,0,0,0,0,0,0,0,0,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39312,,False,False,
5-scale full,5,lunar_ice_sp50_005_014_seed679020,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,1544.987555,1544.987555,True,True,1,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017836,,False,False,"wall_time_lower,final_judge_call_count_lower"
5-scale full,5,lunar_ice_sp50_005_014_seed679020,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1544.987555,1544.987555,True,True,3,3,55,55,0,0,0,0,0,55,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.385424,,False,False,wall_time_lower
5-scale full,5,lunar_ice_sp50_005_015_seed679021,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1529.573117,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006193,,False,False,
5-scale full,5,lunar_ice_sp50_005_015_seed679021,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1529.573117,1529.573117,True,True,1,1,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16907,,False,False,
5-scale full,5,lunar_ice_sp50_005_015_seed679021,accepted_B1,B1B_seeded_root_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1529.573117,1529.573117,True,True,4,4,0,0,0,0,0,0,0,0,,,20,20,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229332,,False,False,
5-scale full,5,lunar_ice_sp50_005_015_seed679021,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,1529.573117,1529.573117,True,True,1,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009086,,False,False,"wall_time_lower,final_judge_call_count_lower"
5-scale full,5,lunar_ice_sp50_005_015_seed679021,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1529.573117,1529.573117,True,True,4,4,54,54,0,0,0,0,0,54,,,20,20,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.230336,,False,False,
5-scale full,5,lunar_ice_sp50_005_019_seed679025,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1158.248056,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004987,,False,False,
5-scale full,5,lunar_ice_sp50_005_019_seed679025,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1158.248056,1158.248056,True,True,1,1,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173562,,False,False,
5-scale full,5,lunar_ice_sp50_005_019_seed679025,accepted_B1,B1B_seeded_root_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1158.248056,1158.248056,True,True,3,3,0,0,0,0,0,0,0,0,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236502,,False,False,
5-scale full,5,lunar_ice_sp50_005_019_seed679025,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,1158.248056,1158.248056,True,True,1,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008862,,False,False,"wall_time_lower,final_judge_call_count_lower"
5-scale full,5,lunar_ice_sp50_005_019_seed679025,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1158.248056,1158.248056,True,True,3,3,53,53,0,0,0,0,0,53,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235493,,False,False,wall_time_lower
5-scale full,5,lunar_ice_sp50_005_016_seed679062,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1071.627935,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005041,,False,False,
5-scale full,5,lunar_ice_sp50_005_016_seed679062,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1071.627935,1071.627935,True,True,1,1,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111217,,False,False,
5-scale full,5,lunar_ice_sp50_005_016_seed679062,accepted_B1,B1B_seeded_root_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1071.627935,1071.627935,True,True,3,3,0,0,0,0,0,0,0,0,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169419,,False,False,
5-scale full,5,lunar_ice_sp50_005_016_seed679062,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,1071.627935,1071.627935,True,True,1,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01006,,False,False,"wall_time_lower,final_judge_call_count_lower"
5-scale full,5,lunar_ice_sp50_005_016_seed679062,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1071.627935,1071.627935,True,True,3,3,53,53,0,0,0,0,0,53,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173867,,False,False,
5-scale full,5,lunar_ice_sp50_005_020_seed679026,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1330.682244,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005111,,False,False,
5-scale full,5,lunar_ice_sp50_005_020_seed679026,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1330.682244,1330.682244,True,True,1,1,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171607,,False,False,
5-scale full,5,lunar_ice_sp50_005_020_seed679026,accepted_B1,B1B_seeded_root_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1330.682244,1330.682244,True,True,3,3,0,0,0,0,0,0,0,0,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235036,,False,False,
5-scale full,5,lunar_ice_sp50_005_020_seed679026,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,1330.682244,1330.682244,True,True,1,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01192,,False,False,"wall_time_lower,final_judge_call_count_lower"
5-scale full,5,lunar_ice_sp50_005_020_seed679026,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1330.682244,1330.682244,True,True,3,3,53,53,0,0,0,0,0,53,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239945,,False,False,
5-scale full,5,lunar_ice_sp50_005_018_seed679064,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,956.173707,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005522,,False,False,
5-scale full,5,lunar_ice_sp50_005_018_seed679064,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,956.173707,956.173707,True,True,1,1,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191624,,False,False,
5-scale full,5,lunar_ice_sp50_005_018_seed679064,accepted_B1,B1B_seeded_root_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,956.173707,956.173707,True,True,4,4,0,0,0,0,0,0,0,0,,,18,18,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329634,,False,False,
5-scale full,5,lunar_ice_sp50_005_018_seed679064,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,956.173707,956.173707,True,True,1,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014294,,False,False,"wall_time_lower,final_judge_call_count_lower"
5-scale full,5,lunar_ice_sp50_005_018_seed679064,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,956.173707,956.173707,True,True,4,4,52,52,0,0,0,0,0,52,,,18,18,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333991,,False,False,
5-scale full,5,lunar_ice_sp50_005_017_seed679123,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1255.420499,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008004,,False,False,
5-scale full,5,lunar_ice_sp50_005_017_seed679123,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1255.420499,1255.420499,True,True,1,1,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24712,,False,False,
5-scale full,5,lunar_ice_sp50_005_017_seed679123,accepted_B1,B1B_seeded_root_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1255.420499,1255.420499,True,True,3,3,0,0,0,0,0,0,0,0,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.370641,,False,False,
5-scale full,5,lunar_ice_sp50_005_017_seed679123,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,1255.420499,1255.420499,True,True,1,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016923,,False,False,"wall_time_lower,final_judge_call_count_lower"
5-scale full,5,lunar_ice_sp50_005_017_seed679123,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1255.420499,1255.420499,True,True,3,3,53,53,0,0,0,0,0,53,,,21,21,0,,0,0,True,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371525,,False,False,
10-scale selected5,10,lunar_ice_sp50_010_004_seed729004,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,2434.053897,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117858,,False,False,
